word,pron
funeral,fjunZrYl
funk,fŒKkk+k
funky,fŒKki
funnel,fŒnYl
funny,fŒni
fur,fZr
furious,fjŠriYs
furlough,fZrloŠ
furnace,fZrnYs
furnish,fZrnjƒ
furniture,fZrnjtƒZr
furry,fZri
further,fZrğZr
fury,fjŠri
fuse,fjuz
fuss,fŒs
fussy,fŒsi
future,fjutƒZr
fuzz,fŒz
fuzziness,fŒzinYs
fuzzy,fŒzi
gab,gæb
gabriel,gejbriYl
gag,gæg
gaga,gQgY
gage,gejd’
gail,gejl
gain,gejn
gained,gejndd+ed
gait,gejt
gal,gæl
galaxy,gælYksi
gale,gejl
gall,gTl
gallery,gælZri
galley,gæli
gallivant,gæljvænt
gallon,gælYn
gallop,gælYp
gambler,gæmblZr
gambling,gæmbljK
game,gejm
games,gejmzz+es
gang,gæK
gangster,gæKstZr
gap,gæp
gape,gejp
garage,gYrQd’
garb,gQrbb+b
garbage,gQrbjd’
garden,gQrdYn
gardener,gQrdd+dnZr
gardener,gQrdYnZr
gardening,gQrdYnjK
gardening,gQrdd+dnjK
gargantuan,gQrgæntƒuYn
gargoyle,gQrgTjl
garlic,gQrljk
gary,g[ri
gary,gæri
gas,gæs
gash,gæƒ
gasoline,gæsYlin
gasp,gæspp+p
gassy,gæsi
gate,gejt
gather,gæğZr
gator,gejtZr
gauche,goŠƒ
gaudy,gQdi
gauge,gejd’
gaunt,gTntt+t
gauze,gTz
gave,gejv
gay,gej
gaze,gejz
gazebo,gYziboŠ
gazelle,gYz[l
gear,gjr
gee,d’i
geese,gis
gel,d’[l
gelatin,d’[lYtYn
gem,d’[m
gender,d’[ndZr
gene,d’in
general,d’[nZrYl
generations,d’[nZrejƒYnz
generator,d’[nZrejtZr
generous,d’[nZrYs
genie,d’ini
genius,d’injYs
gent,d’[ntt+t
gentle,d’[ntYl
gentleman,d’[ntYlmYn
gentlemen,d’[ntYlmjn
gentleness,d’[ntYlnYs
geography,d’iQgrYfi
george,d’Trd’d’+g
georgia,d’Trd’Y
gerbil,d’ZrbYl
germ,d’Zrmm+m
german,d’ZrmYn
germs,d’Zrmm+mz
germy,d’Zrmi
gesticulate,d’[stjkjulejt
get,g[t
gets,g[tss+s
getting,g[tjK
getup,g[tŒp
geyser,gajzZr
gherkin,gZrkjn
ghetto,g[toŠ
ghost,goŠstt+t
ghostly,goŠstt+tli
ghosts,goŠstt+ts
ghoul,gul
giant,d’ajYnt
gibe,d’ajb
gibson,gjbsYn
gideon,gjdiYn
gift,gjftt+t
gifted,gjftYd
gifted,gjftjd
gifts,gjftt+ts
gig,gjg
gigantic,d’ajgæntjk
giggle,gjgYl
gilbert,gjlbZrt
gill,gjl
gilt,gjltt+t
gimme,gjmi
gin,d’jn
ginger,d’jnd’Zr
gingerbread,d’jnd’Zrbr[d
gingham,gjKYm
giraffe,d’Zræf
gird,gZrdd+d
girder,gZrdYr
girl,gZrll+l
girlfriend,gZrll+lfr[nd
girls,gZrll+lz
girly,gZrli
girth,gZr¸¸+th
gist,d’jstt+t
git,gjt
give,gjv
given,gjvjn
given,gjvYn
giver,gjvZr
gives,gjvzz+es
giving,gjvjK
glacier,glejƒZr
glad,glædd+d
glade,glejdd+d
gladly,glædd+dli
glance,glænn+ns
gland,glænn+nd
glare,gl[rr+r
glass,glæss+ss
glasses,glæsjz
glassy,glæsi
glaze,glejzz+z
glazed,glejzz+zd
gleam,glimm+m
glean,glinn+n
glee,gli
glen,gl[nn+n
glib,gljbb+b
glide,glajdd+d
glimpse,gljmm+mps
glint,gljnn+nt
glisten,gljsYn
glitch,gljtƒtƒ+tch
glitter,gljtZr
glittering,gljtZrjK
glittery,gljtZri
gloat,gloŠtt+t
glob,glQbb+b
global,gloŠbYl
globe,gloŠbb+b
gloom,glumm+m
gloomy,glumi
glory,glTri
gloss,glTss+ss
glove,glŒvv+v
gloved,glŒvv+vd
gloves,glŒvv+vz
glow,gloŠ
glue,glu
glued,gludd+d
glum,glŒmm+m
glycerin,gljsZrYn
gnat,næt
gnaw,nT
gnome,noŠm
go,goŠ
goad,goŠd
goal,goŠl
goalie,goŠli
goals,goŠlzz+s
goat,goŠt
gob,gQb
gobble,gQbYl
goblin,gQbljn
god,gQd
goddamn,gQdæm
goddamned,gQdæmd
godfather,gQdfQğZr
godlike,gQdlajk
godmother,gQdmŒğZr
gods,gQdzz+s
goes,goŠz
goggles,gQgYlz
going,goŠjK
gold,goŠldd+d
golden,goŠldYn
goldfish,goŠldd+dfjƒ
golf,gQlff+f
golfer,gQlfZr
golly,gQli
gone,gTn
gong,gTK
gonna,gŒnY
gonorrhea,gQnYriY
goo,gu
goober,gubZr
good,gŠd
goodbye,gŠdbaj
goodie,gŠdi
goodness,gŠdnYs
goodness,gŠdnjs
goodnight,gŠdnajt
goods,gŠdzz+s
goody,gŠdi
gooey,gui
goof,guf
goofiness,gufinYs
goofy,gufi
goon,gun
goop,gup
goopy,gupi
goose,gus
gopher,goŠfZr
gore,gTr
gorge,gTrd’d’+g
gorgeous,gTrd’d’+gYs
gorilla,gZrjlY
gosh,gQƒ
gospel,gQspYl
gossip,gQsYp
got,gQt
gotta,gQtY
gotten,gQtYn
gotten,gTtYn
gouge,gaŠd’
goulash,gulQƒ
gourd,gTrdd+d
gourmet,gŠrmej
gout,gaŠt
government,gŒvZrnmYnt
governor,gŒvZrnZr
gown,gaŠn
grab,græbb+b
grace,grejss+c
gracious,grejƒYs
graciously,grejƒYsli
grad,grædd+d
grade,grejdd+d
grader,grejdZr
graduate,græd’uejt
graffiti,grYfiti
graft,græff+ft
grail,grejll+l
grain,grejnn+n
gram,græmm+m
grammar,græmZr
grand,grænn+nd
grandchild,grænn+ndtƒajld
granddaughter,grænn+ndTtZr
grandfather,grænn+ndfQğZr
grandma,grænn+ndmQ
grandmother,grænn+ndmŒğZr
grandpa,grænn+ndpQ
grandparent,grænn+ndp[rYnt
grandson,grænn+ndsŒn
granny,græni
grant,grænn+nt
granule,grænn+njul
grape,grejpp+p
grapefruit,grejpp+pfrut
grapes,grejpp+ps
grapevine,grejpp+pvajn
graph,græff+ph
grasp,græss+sp
grass,græss+ss
grasshopper,græss+sshQpZr
grassy,græsi
grate,grejtt+t
grateful,grejtt+tfYl
grave,grejvv+v
gravel,grævYl
graves,grejvv+vz
gravestone,grejvv+vstoŠn
graveyard,grejvv+vjQrd
gravity,grævjti
gravy,grejvi
gray,grej
grayish,grejjƒ
grays,grejzz+s
graze,grejzz+z
grease,griss+s
greased,griss+st
greasy,grisi
great,grejtt+t
greater,grejtZr
greatest,grejtYst
greed,gridd+d
greedy,gridi
green,grinn+n
greenish,grinjƒ
greens,grinn+nz
greet,gritt+t
greeting,gritjK
gregory,gr[gZri
gremlin,gr[mm+mlYn
grenade,grYnejd
grew,gru
grey,grej
greyhound,grejhaŠnd
grid,grjdd+d
grief,griff+f
grill,grjll+ll
grille,grjll+ll
grilled,grjll+lld
grim,grjmm+m
grime,grajmm+m
grin,grjnn+n
grind,grajnn+nd
grip,grjpp+p
gripe,grajpp+p
grist,grjss+st
grit,grjtt+t
grizzly,grjzz+zzli
groan,groŠnn+n
groat,groŠtt+t
groceries,groŠsZriz
groceries,groŠƒƒ+criz
grocery,groŠsZri
grocery,groŠƒƒ+cri
groin,grTjnn+n
groom,grumm+m
groove,gruvv+v
groovy,gruvi
grope,groŠpp+p
gross,groŠss+ss
grotesque,groŠt[sk
grouch,graŠtƒtƒ+ch
grouchy,graŠtƒi
ground,graŠnn+nd
groundhog,graŠnn+ndhQg
group,grupp+p
grouse,graŠss+s
grout,graŠtt+t
grove,groŠvv+v
grow,groŠ
grower,groŠZr
growing,groŠjK
growl,graŠll+l
grown,groŠnn+n
grownup,groŠnŒp
growth,groŠ¸¸+th
grub,grŒbb+b
grudge,grŒd’d’+dg
gruel,grujl
gruff,grŒff+ff
grumpy,grŒmm+mpi
grunt,grŒnn+nt
grunting,grŒnn+ntjK
guacamole,gwQkYmoŠli
guano,gwQnoŠ
guarantee,g[rYnti
guard,gQrdd+d
guards,gQrdd+dz
guava,gwQvY
guess,g[s
guest,g[stt+t
guests,g[stt+ts
guffaw,gYfT
guidance,gajdYns
guide,gajd
guiding,gajdjK
guild,gjldd+d
guile,gajl
guilt,gjltt+t
guilty,gjlti
guinea,gjni
guise,gajz
guitar,gjtQr
gulf,gŒlff+f
gull,gŒl
gulp,gŒlpp+p
gum,gŒm
gumball,gŒmbTl
gumdrop,gŒmdrQp
gun,gŒn
gunfire,gŒnfajr
gunfire,gŒnfajZr
gunk,gŒKkk+k
guns,gŒnzz+s
gunshot,gŒnƒQt
guppy,gŒpi
gurgle,gZrgYl
gush,gŒƒ
gust,gŒstt+t
gut,gŒt
guts,gŒtss+s
gutter,gŒtZr
guy,gaj
guys,gajz
gwen,gw[nn+n
gym,d’jm
gymnasium,d’jmnejziYm
gymnast,d’jmnYst
gymnastic,d’jmnæstjk
gymnastics,d’jmnæstjks
gyp,d’jp
gypsy,d’jpsi
ha,hQ
habit,hæbYt
habits,hæbjts
hack,hæk
had,hæd
hag,hæg
hah,hQ
hail,hejl
hair,h[r
haircut,h[rkŒt
haircutting,h[rkŒtjK
hairdo,h[rdu
hairdresser,h[rdr[sZr
hairs,h[rzz+s
hairstyle,h[rstajl
hairy,h[ri
hale,hejl
half,hæf
hall,hTl
hallelujah,hælYlujY
hallway,hTlwej
halo,hejloŠ
halt,hTltt+t
halve,hæv
ham,hæm
hamburger,hæmbZrgZr
hamlet,hæmlYt
hamlet,hæmljt
hammer,hæmZr
hammock,hæmYk
hamper,hæmpZr
hamster,hæmstZr
hand,hændd+d
handcuff,hændd+dkŒf
handcuffs,hændd+dkŒfs
handed,hændYd
handful,hændd+dfŠl
handicapped,hændikæpt
handing,hændjK
handkerchief,hæKkZrtƒif
handle,hændYl
handlebar,hændYlbQr
handrail,hændrejl
hands,hændd+dz
handshake,hændd+dƒejk
handshaking,hændd+dƒejkjK
handsome,hændd+dsYm
handstand,hændd+dstænd
handwriting,hændrajtjK
handwritten,hændrjtYn
handy,hændi
hang,hæK
hangar,hæKZr
hanged,hæKdd+ed
hanger,hæKZr
hanging,hæKjK
hangs,hæKzz+s
hank,hæKkk+k
hanna,hænY
hans,hænzz+s
hans,hQnzz+s
hanukkah,hQnYkY
happen,hæpYn
happened,hæpYnd
happening,hæpYnjK
happens,hæpYnz
happiest,hæpiYst
happily,hæpYli
happiness,hæpinYs
happy,hæpi
harangue,hZræK
harass,hYræs
harassment,hYræsmYnt
harbor,hQrbZr
hard,hQrdd+d
hardened,hQrdYnd
harder,hQrdZr
hardly,hQrdd+dli
hardworking,hQrdwZrkjK
hare,h[r
hark,hQrkk+k
harlequin,hQrlYkwjn
harm,hQrmm+m
harmonica,hQrmQnjkY
harmony,hQrmYni
harness,hQrnYs
harold,h[rYld
harp,hQrpp+p
harper,hQrpZr
harpoon,hQrpun
harpsichord,hQrpp+psYkTrd
harris,h[rjs
harry,h[ri
harsh,hQrƒƒ+sh
hart,hQrtt+t
harvest,hQrvYst
harvey,hQrvi
has,hæz
hash,hæƒ
hasp,hæspp+p
haste,hejstt+t
hat,hæt
hatch,hætƒ
hatchet,hætƒYt
hate,hejt
hated,hejtYd
hated,hejtjd
hateful,hejtfYl
hates,hejtss+es
hath,hæ¸
hatred,hejtrjd
haul,hTl
haunt,hTntt+t
have,hæv
haven,hejvYn
having,hævjK
havoc,hævYk
haw,hT
hawaii,hYwaji
hawaiian,hYwajYn
hawk,hTk
hay,hej
hayes,hejz
haystack,hejstæk
hazard,hæzZrd
haze,hejz
hazel,hejzYl
he,hi
head,h[d
headache,h[dejk
headaches,h[dejks
headband,h[dbænd
headed,h[dYd
headed,h[djd
heading,h[djK
headlight,h[dlajt
headquarters,h[dkwTrtZrz
heads,h[dzz+s
heal,hil
healing,hiljK
health,h[l¸¸+th
healthy,h[l¸i
heap,hip
hear,hir
heard,hZrdd+d
hearing,hirjK
hearse,hZrss+s
heart,hQrtt+t
heartbeat,hQrtt+tbit
hearth,hQr¸¸+th
hearths,hQr¸¸+ths
hearts,hQrtt+ts
heat,hit
heater,hitZr
heating,hitjK
heave,hiv
heaven,h[vYn
heavenly,h[vYnli
heavily,h[vYli
heaviness,h[vinYs
heavy,h[vi
heck,h[k
hedge,h[d’
hee,hi
heed,hid
heel,hil
heh,h[
heifer,h[fZr
height,hajt
heinous,hejnYs
heir,[r
held,h[ldd+d
helen,h[lYn
helicopter,h[ljkQptZr
hell,h[l
heller,h[lZr
hello,h[loŠ
helm,h[lmm+m
helmet,h[lmYt
help,h[lpp+p
helped,h[lpp+pt
helper,h[lpZr
helpful,h[lpp+pfYl
helpfulness,h[lpp+pfYlnYs
helping,h[lpjK
helps,h[lpp+ps
hem,h[m
hemorrhage,h[mZrjd’
hen,h[n
hence,h[nss+c
henchman,h[ntƒtƒ+chmYn
henry,h[nri
her,hZr
herb,Zrb
hercules,hZrkjYliz
herd,hZrdd+d
here,hir
hereby,hjrbaj
herm,hZrmm+m
herman,hZrmYn
hermeneutics,hZrmYnjutjks
hero,hjroŠ
hero,hiroŠ
heroic,hjroŠjk
herr,h[r
herring,h[rjK
hers,hZrzz+s
herself,hZrs[lf
hertz,hZrtt+ts
hesitate,h[zjtejt
hex,h[ks
hexagon,h[ksYgQn
hey,hej
hi,haj
hibernate,hajbZrnejt
hibiscus,hjbjskYs
hiccough,hjkYp
hiccup,hjkYp
hick,hjk
hid,hjd
hidden,hjdYn
hide,hajd
hideous,hjdiYs
hideout,hajdaŠt
hiding,hajdjK
hieroglyph,hajroŠgljf
high,haj
higher,hajZr
highlight,hajlajt
highly,hajli
highness,hajnYs
highschool,hajskul
highway,hajwej
hike,hajk
hilarious,hjl[riYs
hilary,hjlZri
hill,hjl
hills,hjlzz+s
hillside,hjlsajd
hilly,hjli
hilt,hjltt+t
him,hjm
himself,hjms[lf
hind,hajndd+d
hinge,hjnd’d’+g
hint,hjntt+t
hip,hjp
hippo,hjpoŠ
hippopotamus,hjpYpQtYmYs
hips,hjpss+s
hire,hajZr
hire,hajr
hired,hajZrd
hiring,hajrjK
his,hjz
hiss,hjs
historical,hjstTrjkYl
history,hjstZri
hit,hjt
hitch,hjtƒ
hits,hjtss+s
hitter,hjtZr
hitting,hjtjK
hive,hajv
hm,hm
ho,hoŠ
hoarse,hTrss+s
hob,hQb
hobby,hQbi
hobo,hoŠboŠ
hoc,hQk
hockey,hQki
hoe,hoŠ
hog,hQg
hoist,hTjstt+t
hold,hoŠldd+d
holder,hoŠldZr
holding,hoŠldjK
holds,hoŠldd+dz
hole,hoŠl
holes,hoŠlzz+es
holiday,hQljdej
holiday,hQlYdej
holidays,hQlYdejz
holiness,hoŠlinYs
holler,hQlZr
hollow,hQloŠ
holly,hQli
hollywood,hQliwŠd
holmes,hoŠlmm+mz
holt,hoŠltt+t
holy,hoŠli
home,hoŠm
homecoming,hoŠmkŒmjK
homeland,hoŠmlænd
homeless,hoŠmlYs
homemade,hoŠmmejd
homes,hoŠmzz+es
hometown,hoŠmtaŠn
homeward,hoŠmwZrd
homework,hoŠmwZrk
homicide,hQmYsajd
homogeneity,hQmYd’YniYti
homosexual,hoŠmoŠs[kƒjuYl
hon,hŒn
hone,hoŠn
honest,QnYst
honestly,QnYstli
honesty,QnYsti
honey,hŒni
honeybee,hŒnibi
honeycomb,hŒnikoŠm
honeydew,hŒnidu
honeymoon,hŒnimun
hong,hTK
honk,hTKkk+k
honor,QnZr
honour,QnZr
hooch,hutƒ
hood,hŠd
hoof,hŠf
hook,hŠk
hookah,hukY
hoop,hup
hooray,hŠrej
hoot,hut
hop,hQp
hope,hoŠp
hoped,hoŠptt+ed
hopeful,hoŠpfYl
hopes,hoŠpss+es
hoping,hoŠpjK
hops,hQpss+s
hopscotch,hQpskQtƒ
horizontal,hTrYzQntYl
horn,hTrnn+n
hornet,hTrnjt
horns,hTrnn+nz
horrible,hTrYbYl
horrify,hTrYfaj
horrifying,hTrYfajjK
horror,hTrZr
horse,hTrss+s
horseback,hTrss+sbæk
horseplay,hTrss+splej
horses,hTrsYz
horses,hTrsjz
horseshoe,hTrss+sƒu
horsey,hTrsi
hose,hoŠz
hospital,hQspjtYl
hospitalize,hQspjtYlajz
hospitals,hQspjtYlz
host,hoŠstt+t
hostage,hQstjd’
hot,hQt
hotcake,hQtkejk
hotdog,hQtdTg
hotel,hoŠt[l
hotels,hoŠt[lz
hotter,hQtZr
hottest,hQtYst
hound,haŠndd+d
hour,aŠZr
hour,aŠr
hours,aŠZrz
hours,aŠrz
house,haŠz
house,haŠs
household,haŠshoŠld
housekeeper,haŠskipZr
housekeeping,haŠskipjK
houses,haŠsYz
houses,haŠsjz
housework,haŠswZrk
how,haŠ
however,haŠ[vZr
howl,haŠl
hub,hŒb
huck,hŒk
hue,hju
huff,hŒf
hug,hŒg
huge,hjud’
huggable,hŒgYbYl
hugh,hju
hugo,hjugoŠ
hugo,jugoŠ
huh,hŒ
hula,hulY
hulk,hŒlkk+k
hull,hŒl
hum,hŒm
human,hjumYn
human,jumYn
humanitarian,hjumænYt[riYn
humans,hjumYnz
humans,jumYnz
humiliate,hjumjliejt
humiliating,hjumjliejtjK
humiliation,hjumjliejƒYn
hummed,hŒmdd+ed
humming,hŒmjK
hummingbird,hŒmjKbZrd
humor,hjumYr
humour,hjumZr
hump,hŒmpp+p
humph,hŒmff+ph
hunch,hŒntƒtƒ+ch
hundred,hŒndrYd
hundreds,hŒndrYdz
hundreds,hŒndYrdz
hung,hŒK
hunger,hŒKgZr
hungry,hŒKgri
hunk,hŒKkk+k
hunt,hŒntt+t
hunter,hŒntZr
hunters,hŒntZrz
hunting,hŒntjK
hurdle,hZrdYl
hurl,hZrll+l
hurray,hYrej
hurray,hZrej
hurricane,hZrjkejn
hurry,hZri
hurt,hZrtt+t
hurting,hZrtjK
hurts,hZrtt+ts
husband,hŒzbYnd
hush,hŒƒ
hushed,hŒƒtt+ed
hut,hŒt
hyacinth,hajYsjn¸
hybrid,hajbrjd
hybrid,hajbrYd
hyde,hajd
hydrangea,hajdrejnd’Y
hydrant,hajdrYnt
hydraulic,hajdrTljk
hyena,hajinY
hygiene,hajd’in
hymn,hjm
hyper,hajpZr
hypotenuse,hajpQtYnus
i,aj
ice,ajs
iceberg,ajsbZrg
icebox,ajsbQks
icecream,ajskrim
iced,ajst
icicle,ajsjkYl
icing,ajsjK
icky,jki
icy,ajsi
idea,ajdiY
ideal,ajdil
ideas,ajdiYz
identical,ajd[ntjkYl
identify,ajd[ntYfaj
idiosyncrasy,jdioŠsjKkrYsi
idiot,jdiYt
idol,ajdYl
if,jf
iffy,jfi
igloo,jglu
ignorant,jgnZrYnt
ignore,jgnTr
ignored,jgnTrd
iguana,jgwQnY
ill,jl
illegal,jligYl
illness,jlnYs
illustrate,jlYstrejt
illustration,jlYstrejƒYn
image,jmjd’
imaginary,jmæd’Yn[ri
imagination,jmæd’YnejƒYn
imagine,jmæd’Yn
imagining,jmæd’YnjK
immediate,jmidiYt
immediately,jmidiYtli
immortal,jmTrtYl
immunity,jmjunjti
impact,jmpækt
impatience,jmpejƒYns
impatient,jmpejƒYnt
impolite,jmpYlajt
importance,jmpTrtYns
important,jmpTrtYnt
importantly,jmpTrtYntli
impossible,jmpQsYbYl
impoverish,jmpQvrjƒ
impressed,jmpr[st
impression,jmpr[ƒYn
impressive,jmpr[sjv
improve,jmpruv
improvement,jmpruvmYnt
impulse,jmpŒls
impunity,jmpjunjti
in,jn
inaction,jnækƒYn
inactive,jnæktjv
inappropriate,jnYproŠpriYt
incense,jns[ns
inch,jntƒ
inchworm,jntƒwZrm
incident,jnsYdYnt
include,jnklud
includes,jnkludz
including,jnkludjK
income,jnkŒm
incoming,jnkŒmjK
incomplete,jnkYmplit
incorrect,jnkYr[kt
increase,jnkris
incredible,jnkr[dYbYl
indeed,jndid
index,jnd[ks
indicates,jndjkejts
indict,jndajt
individual,jndYvjd’uYl
indoor,jndTr
indoors,jndTrz
induct,jndŒkt
industry,jndYstri
inevitable,jn[vYtYbYl
inexcusable,jnjkskjuzYbYl
infant,jnfYnt
infest,jnf[st
influence,jnfluYns
information,jnfTrmejƒYn
ingredient,jngridiYnt
ingredients,jngridiYnts
inhale,jnhejl
inherit,jnh[rjt
initial,jnjƒYl
initials,jnjƒYlz
initiate,jnjƒiejt
injure,jnd’Zr
injury,jnd’Zri
ink,jKk
inn,jn
inning,jnjK
innocence,jnYsYns
innocent,jnYsYnt
insane,jnsejn
insanity,jnsænjti
insanity,jnsænYti
insect,jns[kt
insert,jnsZrt
inside,jnsajd
insinuate,jnsjnjuejt
insist,jnsjst
inspect,jnsp[kt
inspection,jnsp[kƒYn
inspector,jnsp[ktZr
inspire,jnspajr
instance,jnstYns
instant,jnstYnt
instantly,jnstYntli
instead,jnst[d
instinct,jnstjKkt
instructed,jnstrŒktYd
instructed,jnstrŒktjd
instruction,jnstrŒkƒYn
instructions,jnstrŒkƒYnz
instructor,jnstrŒktZr
instrument,jnstrYmYnt
instruments,jnstrYmYnts
insulin,jnsYlYn
insulted,jnsŒltjd
insulting,jnsŒltjK
insurance,jnƒŠrYns
intact,jntækt
intel,jnt[l
intellectual,jntYl[ktƒuYl
intelligence,jnt[lYd’Yns
intend,jnt[nd
intense,jnt[ns
intent,jnt[nt
interest,jntYr[st
interest,jntZr[st
interest,jntZrYst
interested,jntYr[stjd
interesting,jntYr[stjK
interests,jntZrYsts
interests,jntZr[sts
interference,jntZrfjrYns
interior,jntjriZr
internet,jntZrn[t
interpret,jntZrprYt
interrogation,jnt[rYgejƒYn
interrupt,jntYrŒpt
interrupted,jntYrŒptjd
interruption,jntYrŒpƒYn
interval,jntZrvYl
interview,jntZrvju
interviews,jntZrvjuz
intimidating,jntjmjdejtjK
into,jntu
introduce,jntrYdus
introduce,jntroŠdus
intrude,jntrud
intrusive,jntrusjv
invent,jnv[nt
invented,jnv[ntjd
invented,jnv[ntYd
invention,jnv[nƒYn
inventor,jnv[ntZr
inventory,jnvYntTri
invest,jnv[st
investigation,jnv[stYgejƒYn
investigator,jnv[stYgejtZr
invisibility,jnvjzYbjlYti
invisible,jnvjzYbYl
invitation,jnvjtejƒYn
invite,jnvajt
invited,jnvajtYd
invited,jnvajtjd
involve,jnvQlv
involved,jnvQlvd
involvement,jnvQlvmYnt
involves,jnvQlvz
inward,jnwZrd
irascible,jræsjbYl
ire,ajr
iris,ajrYs
iris,ajrjs
irk,Zrk
irksome,ZrksYm
iron,ajZrn
ironic,ajrQnjk
ironingboard,ajZrnjKbTrd
irony,ajrYni
irrelevant,jr[lYvYnt
irresponsible,jrYspQnsYbYl
is,jz
island,ajlYnd
isle,ajl
isolated,ajsYlejtYd
isolated,ajsYlejtjd
isosceles,ajsTsYliz
issue,jƒu
issued,jƒud
issues,jƒuz
isthmus,jsmYs
it,jt
itch,jtƒ
itchiness,jtƒinYs
itchy,jtƒi
item,ajtYm
itinerary,ajtjnZr[ri
its,jts
itself,jts[lf
ivy,ajvi
jab,d’æb
jack,d’æk
jacket,d’æk[t
jackie,d’æki
jackpot,d’ækpQt
jackson,d’æksYn
jade,d’ejd
jag,d’æg
jagged,d’ægjd’
jaguar,d’ægwQr
jail,d’ejl
jailhouse,d’ejlhaŠs
jake,d’ejk
jam,d’æm
james,d’ejmzz+es
jane,d’ejn
janet,d’ænYt
janet,d’ænjt
jangle,d’æKgYl
janitor,d’ænYtZr
january,d’ænju[ri
japan,d’Ypæn
japanese,d’æpYniz
jape,d’ejp
jar,d’Qr
jasmine,d’æzmYn
jasmine,d’æzmjn
jason,d’ejsYn
jaw,d’T
jaws,d’Tz
jay,d’ej
jays,d’ejz
jazz,d’æz
jealous,d’[lYs
jealousy,d’[lYsi
jean,d’in
jeans,d’inzz+s
jeep,d’ip
jeer,d’jr
jeez,d’iz
jeff,d’[f
jell,d’[l
jelly,d’[li
jellyfish,d’[lifjƒ
jen,d’[n
jenny,d’[ni
jeopardy,d’[pZrdi
jerk,d’Zrksks+k
jerry,d’[ri
jersey,d’Zrzi
jess,d’[s
jesse,d’[si
jest,d’[stt+t
jesus,d’izYs
jet,d’[t
jew,d’u
jewel,d’uYl
jewel,d’ul
jeweled,d’uldd+ed
jeweled,d’uYld
jewelry,d’uYlri
jewelry,d’ulri
jig,d’jg
jiggle,d’jgYl
jigsaw,d’jgsT
jilt,d’jltt+t
jim,d’jm
jimmy,d’jmi
jingle,d’jKgYl
jinx,d’jKksks+x
jive,d’ajv
joan,d’oŠn
job,d’Qb
jobs,d’Qbzz+s
jock,d’Qk
jockey,d’Qki
jocular,d’QkjulZr
joe,d’oŠ
joey,d’oŠi
jog,d’Qg
john,d’Qn
johnny,d’Qni
johnson,d’QnsYn
join,d’Tjn
joined,d’Tjndd+ed
joint,d’Tjntt+t
joke,d’oŠk
joker,d’oŠkZr
jokes,d’oŠkss+es
jokester,d’oŠkstZr
joking,d’oŠkjK
jolly,d’Qli
jolt,d’oŠltt+t
jones,d’oŠnzz+es
jordan,d’TrdYn
joseph,d’oŠsYf
joseph,d’oŠzYf
josh,d’Qƒ
joshua,d’QƒuY
jot,d’Qt
journal,d’ZrnYl
journalism,d’ZrnYljzm
journalist,d’ZrnYlYst
journalist,d’ZrnYljst
journey,d’Zrni
joust,d’aŠstt+t
jowl,d’aŠl
joy,d’Tj
joyful,d’TjfYl
joyous,d’TjYs
juan,wQn
judge,d’Œd’
judgement,d’Œd’mYnt
judgment,d’Œd’mYnt
judith,d’udj¸
judy,d’udi
jug,d’Œg
juggle,d’ŒgYl
juggler,d’ŒglZr
juice,d’us
juicy,d’usi
juke,d’uk
jukebox,d’ukbQks
juliet,d’uli[t
jumble,d’ŒmbYl
jumbo,d’ŒmboŠ
jump,d’Œmpp+p
jumped,d’Œmpp+pt
jumper,d’ŒmpZr
jumping,d’ŒmpjK
jumps,d’Œmpp+ps
jumpy,d’Œmpi
junction,d’ŒKkk+cƒYn
june,d’un
jungle,d’ŒKgYl
junior,d’unjZr
junk,d’ŒKkk+k
junkie,d’ŒKki
jurisdiction,d’ŠrYsdjkƒYn
jurisdiction,d’ŠrjsdjkƒYn
jury,d’Zri
just,d’Œstt+t
justice,d’Œstjs
justify,d’ŒstYfaj
jut,d’Œt
jute,d’ut
juvenile,d’uvYnYl
juvenile,d’uvYnajl
kale,kejl
kaleidoscope,kYlajdYskoŠp
kangaroo,kæKgYru
karaoke,k[rioŠki
karen,k[rYn
karma,kQrmY
kayak,kajæk
kazoo,kYzu
keel,kil
keen,kin
keep,kip
keeping,kipjK
keeps,kipss+s
keg,k[g
kelly,k[li
kelp,k[lpp+p
ken,k[n
kennel,k[nYl
kentucky,kYntŒki
kept,k[ptt+t
kerchief,kZrtƒYf
kernel,kZrnYl
ketchup,k[tƒYp
kettle,k[tYl
key,ki
keys,kiz
khaki,kæki
kick,kjk
kickable,kjkYbYl
kicked,kjktt+ed
kicker,kjkZr
kicking,kjkjK
kid,kjd
kidding,kjdjK
kiddo,kjdoŠ
kiddy,kjdi
kidnap,kjdnæp
kidnapped,kjdnæpt
kidnapper,kjdnæpZr
kidney,kjdni
kids,kjdzz+s
kill,kjl
killed,kjldd+ed
killer,kjlZr
killing,kjljK
kills,kjlzz+s
kilt,kjltt+t
kim,kjm
kin,kjn
kind,kajndd+d
kinda,kajndY
kindergarten,kjndZrgQrtYn
kindergartener,kjndZrgQrtnZr
kindergartner,kjndZrgQrtnZr
kindness,kajndd+dnYs
kinds,kajndd+dz
king,kjK
kingdom,kjKdYm
kirby,kZrbi
kirk,kZrkk+k
kirsch,kZrƒƒ+sch
kirsch,kjrƒƒ+sch
kiss,kjs
kissed,kjstt+ed
kisser,kjsZr
kissing,kjsjK
kissy,kjsi
kit,kjt
kitchen,kjtƒYn
kite,kajt
