ÿWORD,MEANING,AoAtestbased,AoArating,CDI,Morr,Floc,
irradiate,turn rays upon,18,13.2,#N/A,#N/A,#N/A,
irrefragable,unanswerable,18,,#N/A,#N/A,#N/A,
irrefutable,indisputable,18,14.7,#N/A,#N/A,#N/A,
irresolute,undecided,18,,#N/A,#N/A,#N/A,
irrespective,without regard to,18,,#N/A,#N/A,#N/A,
irrevocable,can't be undone,18,14.3,#N/A,#N/A,#N/A,
irruption,bursting into,18,,#N/A,#N/A,#N/A,
isinglass,form of gelatin,18,12.5,#N/A,#N/A,#N/A,
isinglass,thin sheets of mica,18,12.5,#N/A,#N/A,#N/A,
isometric,of equal measure,18,13.3,#N/A,#N/A,#N/A,
isoniazid,an anti-TB drug,18,,#N/A,#N/A,#N/A,
isothermal,equal in temperatures,18,14.4,#N/A,#N/A,#N/A,
itinerant,homeless traveler,18,15.0,#N/A,#N/A,#N/A,
jabberwocky,nonsensical talk,18,13.7,#N/A,#N/A,#N/A,
jabot,lace ruffle,18,16.3,#N/A,#N/A,#N/A,
jack,money,18,7.6,#N/A,#N/A,#N/A,
jack,where plug is inserted,18,7.6,#N/A,#N/A,#N/A,
jackanapes,a conceited fellow,18,13.3,#N/A,#N/A,#N/A,
jackstraws,a game,18,,#N/A,#N/A,#N/A,
jamb,part of door frame,18,12.9,#N/A,#N/A,#N/A,
jane,"girl, young woman",18,,#N/A,#N/A,#N/A,
japonica,camellia,18,,#N/A,#N/A,#N/A,
jasmine,flowering shrub,18,10.3,#N/A,#N/A,#N/A,
jato,jet-assisted take-off,18,,#N/A,#N/A,#N/A,
jaunty,lively,18,10.9,#N/A,#N/A,#N/A,
jejunum,part of small intestine,18,14.5,#N/A,#N/A,#N/A,
jerkedbeef,"cut, dried meat",18,,#N/A,#N/A,#N/A,
jerkwater,small-townish,18,12.4,#N/A,#N/A,#N/A,
jerry-built,thrown together,18,,#N/A,#N/A,#N/A,
jessamine,jasmine,18,,#N/A,#N/A,#N/A,
jeu,play,18,,#N/A,#N/A,#N/A,
jeune,young,18,,#N/A,#N/A,#N/A,
jibboom,ship's spar,18,,#N/A,#N/A,#N/A,
jibe,to agree,18,12.2,#N/A,#N/A,#N/A,
jimsonweed,a deadly plant growth,18,16.2,#N/A,#N/A,#N/A,
jinricksha,Japanese carriage,18,,#N/A,#N/A,#N/A,
jitney,5 cent piece,18,12.4,#N/A,#N/A,#N/A,
jocose,playful,18,13.7,#N/A,#N/A,#N/A,
jocosity,joking nature,18,,#N/A,#N/A,#N/A,
jocular,comical,18,14.4,#N/A,#N/A,#N/A,
jocularity,cheerfulness,18,14.5,#N/A,#N/A,#N/A,
jocund, cheerful,18,14.3,#N/A,#N/A,#N/A,
jocundity,gaiety,18,,#N/A,#N/A,#N/A,
jog,unevenness,18,7.6,#N/A,#N/A,#N/A,
joie,mirth,18,,#N/A,#N/A,#N/A,
joiedevivre,joy of living,18,,#N/A,#N/A,#N/A,
joss,a Chinese idol,18,,#N/A,#N/A,#N/A,
jowl,the underjaw,18,12.3,#N/A,#N/A,#N/A,
jowls,jaws,18,12.3,#N/A,#N/A,#N/A,
judicatory,of judgment,18,,#N/A,#N/A,#N/A,
jujube,plumlike fruit,18,9.5,#N/A,#N/A,#N/A,
julep,alcoholic drink,18,12.6,#N/A,#N/A,#N/A,
juncture,critical moment,18,11.9,#N/A,#N/A,#N/A,
jungle,a hobo camp,18,5.3,#N/A,#N/A,#N/A,
kaleidoscope,forms design,18,7.4,#N/A,#N/A,#N/A,
kamerad,a comrade,18,,#N/A,#N/A,#N/A,
kampf,struggle,18,,#N/A,#N/A,#N/A,
kapital,funds,18,,#N/A,#N/A,#N/A,
kaputt,broken,18,,#N/A,#N/A,#N/A,
karakul,kind of wool,18,,#N/A,#N/A,#N/A,
keep,castle stronghold,18,4.8,#N/A,#N/A,#N/A,
keeper,a quarterback run,18,7.8,#N/A,#N/A,#N/A,
kef,drowsiness from drugs,18,,#N/A,#N/A,#N/A,
kelp,seaweed,18,10.7,#N/A,#N/A,#N/A,
keno,game of chance,18,14.5,#N/A,#N/A,#N/A,
kerf, cut made by saw,18,,#N/A,#N/A,#N/A,
kernel,the essential part,18,9.7,#N/A,#N/A,#N/A,
kersey,a woolen cloth,18,,#N/A,#N/A,#N/A,
khan,a hereditary ruler,18,14.2,#N/A,#N/A,#N/A,
kickshaw,fancy dish,18,,#N/A,#N/A,#N/A,
kickshaw, a trifle,18,,#N/A,#N/A,#N/A,
kid,leather,18,4.5,#N/A,#N/A,#N/A,
kilter,condition,18,11.1,#N/A,#N/A,#N/A,
kinescope,TV picture tube,18,14.6,#N/A,#N/A,#N/A,
kinetic,resulting from motion,18,13.7,#N/A,#N/A,#N/A,
kingbolt,part for a wagon,18,,#N/A,#N/A,#N/A,
kingdom,"animal, mineral, vegetable",18,6.5,#N/A,#N/A,#N/A,
kingpost,part of a roof,18,,#N/A,#N/A,#N/A,
kinkajou,racoonlike animal,18,11.3,#N/A,#N/A,#N/A,
kitsch,inferior art,18,16.6,#N/A,#N/A,#N/A,
knave,tricky person,18,12.7,#N/A,#N/A,#N/A,
knurl,small ridge,18,,#N/A,#N/A,#N/A,
knurly,gnarled,18,,#N/A,#N/A,#N/A,
kookaburra,large Australian bird,18,9.9,#N/A,#N/A,#N/A,
koran,Moslem scriptures,18,,#N/A,#N/A,#N/A,
laburnum,a yellow-flowered shrub,18,17.3,#N/A,#N/A,#N/A,
labyrinthine,intricate,18,11.4,#N/A,#N/A,#N/A,
lacing,a beating,18,6.7,#N/A,#N/A,#N/A,
lackluster,not bright,18,13.0,#N/A,#N/A,#N/A,
lacuna,an empty space,18,16.2,#N/A,#N/A,#N/A,
lady's-slipper,a wild orchid,18,,#N/A,#N/A,#N/A,
lagniappe,"something extra, a bonus",18,9.5,#N/A,#N/A,#N/A,
laird,a landowner of old,18,,#N/A,#N/A,#N/A,
laissez-faire,without regulation,18,,#N/A,#N/A,#N/A,
lameduck,defeated official,18,,#N/A,#N/A,#N/A,
lamentation,loud grief,18,12.0,#N/A,#N/A,#N/A,
laminate,to split into layers,18,11.1,#N/A,#N/A,#N/A,
lamination,arranging in thin layers,18,10.4,#N/A,#N/A,#N/A,
landau,type of carriage,18,,#N/A,#N/A,#N/A,
lanyard,a rigging rope,18,12.1,#N/A,#N/A,#N/A,
lapislazuli,gem stone,18,,#N/A,#N/A,#N/A,
larder,food storage place,18,14.5,#N/A,#N/A,#N/A,
lares,Roman household gods,18,,#N/A,#N/A,#N/A,
last, foot-shaped shoe model,18,5.3,#N/A,#N/A,#N/A,
lathe,turning machine,18,13.0,#N/A,#N/A,#N/A,
latish,rather late,18,,#N/A,#N/A,#N/A,
latitude,distance from equator,18,10.5,#N/A,#N/A,#N/A,
latitudinarian,liberal in views,18,13.3,#N/A,#N/A,#N/A,
laureate,one crowned with laurel,18,15.8,#N/A,#N/A,#N/A,
lavage,a washing out,18,15.5,#N/A,#N/A,#N/A,
lave,to wash,18,,#N/A,#N/A,#N/A,
lay,a short song,18,4.7,#N/A,#N/A,#N/A,
layette,new baby clothes,18,12.7,#N/A,#N/A,#N/A,
layman,not a minister,18,10.7,#N/A,#N/A,#N/A,
lazaret,kind of hospital,18,,#N/A,#N/A,#N/A,
leach,to dissolve out,18,10.1,#N/A,#N/A,#N/A,
leader,an advertising lure,18,7.0,#N/A,#N/A,#N/A,
legate,pope's representative,18,15.0,#N/A,#N/A,#N/A,
legate,a representative,18,15.0,#N/A,#N/A,#N/A,
legatee,an inheritor,18,14.0,#N/A,#N/A,#N/A,
legend,inscription,18,8.4,#N/A,#N/A,#N/A,
lemur,monkey like animal,18,11.6,#N/A,#N/A,#N/A,
lend-lease,aid to Allies,18,,#N/A,#N/A,#N/A,
lenticel,tree pore,18,,#N/A,#N/A,#N/A,
lenticular,of a lens,18,,#N/A,#N/A,#N/A,
lento,"slow, in music",18,,#N/A,#N/A,#N/A,
lessee,tenant,18,14.7,#N/A,#N/A,#N/A,
lethargy,lack of interest,18,13.1,#N/A,#N/A,#N/A,
levitate,rise in the air,18,11.1,#N/A,#N/A,#N/A,
lex,the law,18,,#N/A,#N/A,#N/A,
libertine,immoral man,18,15.9,#N/A,#N/A,#N/A,
libretto,words of opera,18,13.3,#N/A,#N/A,#N/A,
licentiate,holder of a permit,18,17.0,#N/A,#N/A,#N/A,
licoricestick,clarinet,18,,#N/A,#N/A,#N/A,
lien,legal claim,18,,#N/A,#N/A,#N/A,
lighterage,unloading of ship,18,,#N/A,#N/A,#N/A,
lights,the lungs of animals,18,4.7,#N/A,#N/A,#N/A,
ligneous,woody,18,,#N/A,#N/A,#N/A,
limbo,a condition of neglect,18,8.5,#N/A,#N/A,#N/A,
limpet,a sea animal,18,14.1,#N/A,#N/A,#N/A,
linchpin,holds wheel on axle,18,14.6,#N/A,#N/A,#N/A,
linden,a basswood tree,18,,#N/A,#N/A,#N/A,
lineament,a facial feature,18,,#N/A,#N/A,#N/A,
liner,baseball hit,18,7.4,#N/A,#N/A,#N/A,
linsey-woolsey,a linen-wool mixture,18,,#N/A,#N/A,#N/A,
liquescent,becoming liquid,18,,#N/A,#N/A,#N/A,
liqueur,alcoholic drink,18,12.5,#N/A,#N/A,#N/A,
lisle,material for stockings,18,,#N/A,#N/A,#N/A,
lissome,limber or nimble,18,13.8,#N/A,#N/A,#N/A,
list,edge of cloth,18,5.7,#N/A,#N/A,#N/A,
litany,repeated series,18,12.9,#N/A,#N/A,#N/A,
litchi,Chinese nut,18,,#N/A,#N/A,#N/A,
literati,scholars,18,14.9,#N/A,#N/A,#N/A,
lithium,a white metal,18,13.9,#N/A,#N/A,#N/A,
lithosphere,earth's crust,18,14.3,#N/A,#N/A,#N/A,
litigate,carry on lawsuit,18,13.8,#N/A,#N/A,#N/A,
litterateur,a literary man,18,,#N/A,#N/A,#N/A,
littoral,seacoast area,18,,#N/A,#N/A,#N/A,
liverwort,a mosslike plant,18,,#N/A,#N/A,#N/A,
livid,enraged,18,12.0,#N/A,#N/A,#N/A,
lobule,small lobe,18,,#N/A,#N/A,#N/A,
locution,form of expression,18,,#N/A,#N/A,#N/A,
lode,vein of minerals,18,12.0,#N/A,#N/A,#N/A,
lodestar,a guide,18,,#N/A,#N/A,#N/A,
lodestar,the North Star,18,,#N/A,#N/A,#N/A,
loess,a yellowish soil,18,,#N/A,#N/A,#N/A,
loggia,a gallery,18,,#N/A,#N/A,#N/A,
logos,word,18,8.8,#N/A,#N/A,#N/A,
logy,heavy and dull,18,12.3,#N/A,#N/A,#N/A,
longevity,long life,18,10.7,#N/A,#N/A,#N/A,
lop,cut off,18,10.0,#N/A,#N/A,#N/A,
loquacious,talkative,18,14.9,#N/A,#N/A,#N/A,
lory,kind of parrot,18,,#N/A,#N/A,#N/A,
lotus-eater,daydreamer,18,,#N/A,#N/A,#N/A,
loupe,a magnifying glass,18,16.2,#N/A,#N/A,#N/A,
louver,kind of window or vent,18,14.6,#N/A,#N/A,#N/A,
low,moo of cow,18,4.9,#N/A,#N/A,#N/A,
lower,scowl,18,,#N/A,#N/A,#N/A,
lowercase,not capitals,18,,#N/A,#N/A,#N/A,
lox,liquid oxygen,18,13.8,#N/A,#N/A,#N/A,
lucre,money  as evil,18,12.5,#N/A,#N/A,#N/A,
lull,to quiet,18,10.8,#N/A,#N/A,#N/A,
lumbar,of the loins,18,13.9,#N/A,#N/A,#N/A,
luminosity,radiance,18,11.2,#N/A,#N/A,#N/A,
lummox,clumsy youth,18,12.0,#N/A,#N/A,#N/A,
lupine,wolflike,18,14.4,#N/A,#N/A,#N/A,
lupine,plant in pea family,18,14.4,#N/A,#N/A,#N/A,
lute,musical instrument,18,11.4,#N/A,#N/A,#N/A,
lux,light,18,,#N/A,#N/A,#N/A,
lycanthrope,a werewolf,18,13.6,#N/A,#N/A,#N/A,
lyceum,lecture hall,18,14.6,#N/A,#N/A,#N/A,
lymph,found in blood,18,13.6,#N/A,#N/A,#N/A,
lynx,wildcat,18,11.1,#N/A,#N/A,#N/A,
lynx-eyed,sharp-sighted,18,,#N/A,#N/A,#N/A,
machined,accurately finished,18,6.6,#N/A,#N/A,#N/A,
machismo,manliness,18,13.3,#N/A,#N/A,#N/A,
machnumber,velocity divided by speed of sound,18,,#N/A,#N/A,#N/A,
macron,a mark for pronunciation,18,13.8,#N/A,#N/A,#N/A,
madder,source fo dye,18,3.4,#N/A,#N/A,#N/A,
madonna,Virgin Mary,18,,#N/A,#N/A,#N/A,
magdalene,reformed prostitue,18,,#N/A,#N/A,#N/A,
magenta,purplish red,18,9.3,#N/A,#N/A,#N/A,
magisterial,judgelike,18,,#N/A,#N/A,#N/A,
magma,molten earth,18,9.8,#N/A,#N/A,#N/A,
magnetism,power to charm,18,10.9,#N/A,#N/A,#N/A,
magniloquent,pompous-talking,18,,#N/A,#N/A,#N/A,
maidenhair,a fern,18,,#N/A,#N/A,#N/A,
mail,knight's armor,18,5.3,#N/A,#N/A,#N/A,
maim,cripple,18,12.0,#N/A,#N/A,#N/A,
main,open sea,18,6.9,#N/A,#N/A,#N/A,
maison,a house,18,,#N/A,#N/A,#N/A,
major-domo,chief official of house,18,,#N/A,#N/A,#N/A,
makefor,tend to produce,18,,#N/A,#N/A,#N/A,
maldemer,seasickness,18,,#N/A,#N/A,#N/A,
malaise,vague discomfort,18,13.6,#N/A,#N/A,#N/A,
malamute,Alaskan sled dog,18,11.8,#N/A,#N/A,#N/A,
malapropos,poorly timed,18,,#N/A,#N/A,#N/A,
malfeasance,official's wrongdoing,18,16.3,#N/A,#N/A,#N/A,
malign,to slander,18,13.7,#N/A,#N/A,#N/A,
malinger,to pretend sickness,18,,#N/A,#N/A,#N/A,
mallow,a flowering plant,18,,#N/A,#N/A,#N/A,
malodorous,ill-smelling,18,14.3,#N/A,#N/A,#N/A,
mammary,pertains to breasts,18,12.3,#N/A,#N/A,#N/A,
manacle,handcuff,18,12.5,#N/A,#N/A,#N/A,
mandible,jaw,18,11.4,#N/A,#N/A,#N/A,
mandrake,poisonous herb,18,11.9,#N/A,#N/A,#N/A,
manganic,containing manganese,18,,#N/A,#N/A,#N/A,
mangrove,a tropical tree,18,14.5,#N/A,#N/A,#N/A,
manifest,list of ship's cargo,18,12.2,#N/A,#N/A,#N/A,
manifest,to show,18,12.2,#N/A,#N/A,#N/A,
manifest,easy to see,18,12.2,#N/A,#N/A,#N/A,
manifestation,a showing,18,14.2,#N/A,#N/A,#N/A,
manna,food from heaven,18,11.9,#N/A,#N/A,#N/A,
manumission,freeing from slavery,18,15.6,#N/A,#N/A,#N/A,
mapping,a mathematical processs,18,,#N/A,#N/A,#N/A,
marabou,large stork,18,14.3,#N/A,#N/A,#N/A,
mare,the sea,18,9.3,#N/A,#N/A,#N/A,
mare'snest,impressive hoax,18,,#N/A,#N/A,#N/A,
mare's-tail,a water plant,18,,#N/A,#N/A,#N/A,
marimba,musical instrument,18,14.0,#N/A,#N/A,#N/A,
marl,a fertile soil,18,13.7,#N/A,#N/A,#N/A,
marplot,a frustrater of plans,18,,#N/A,#N/A,#N/A,
marsupial,mammals with pouches,18,11.7,#N/A,#N/A,#N/A,
martinet,demands obedience,18,15.4,#N/A,#N/A,#N/A,
masher,makes advances,18,11.6,#N/A,#N/A,#N/A,
mashie,a golf club,18,9.0,#N/A,#N/A,#N/A,
masseur,gives rubdowns,18,14.7,#N/A,#N/A,#N/A,
mastic,kind of paste,18,13.9,#N/A,#N/A,#N/A,
masticate,chew,18,,#N/A,#N/A,#N/A,
material,equipment and supplies,18,7.5,#N/A,#N/A,#N/A,
materiel,equipment and supplies,18,8.4,#N/A,#N/A,#N/A,
matin,a morning prayer,18,,#N/A,#N/A,#N/A,
matriarch,a ruling mother,18,13.3,#N/A,#N/A,#N/A,
matricide,murders his mother,18,14.8,#N/A,#N/A,#N/A,
maunder,to talk foolishly,18,12.5,#N/A,#N/A,#N/A,
mausoleum,burial place,18,12.9,#N/A,#N/A,#N/A,
mavis,king of songbird,18,,#N/A,#N/A,#N/A,
mawkish,sickening,18,15.1,#N/A,#N/A,#N/A,
maxilla,the upper jaw,18,19.8,#N/A,#N/A,#N/A,
maxima,the largest amount,18,7.6,#N/A,#N/A,#N/A,
mayday,a call for help,18,8.3,#N/A,#N/A,#N/A,
mayhem,disabling someone,18,10.8,#N/A,#N/A,#N/A,
mayoralty,mayor's term of office,18,14.8,#N/A,#N/A,#N/A,
meaculpa,through my fault,18,,#N/A,#N/A,#N/A,
mealy,soft and dry,18,11.5,#N/A,#N/A,#N/A,
mealy-mouthed,insincere,18,,#N/A,#N/A,#N/A,
measured,rhythmical,18,7.1,#N/A,#N/A,#N/A,
meaty,has much of worth,18,6.0,#N/A,#N/A,#N/A,
medial,average,18,12.8,#N/A,#N/A,#N/A,
medium,a means for doing,18,7.2,#N/A,#N/A,#N/A,
meed,what one has earned,18,,#N/A,#N/A,#N/A,
meerschaum,kind of pipe,18,13.8,#N/A,#N/A,#N/A,
megalith,a gigantic stone,18,15.4,#N/A,#N/A,#N/A,
megaton,one million tons,18,13.8,#N/A,#N/A,#N/A,
menial,suited to a servant,18,11.8,#N/A,#N/A,#N/A,
meniscus,curved surface of liquid,18,13.4,#N/A,#N/A,#N/A,
meprobamate,a tranquilizer,18,,#N/A,#N/A,#N/A,
mercerize,to treat thread,18,,#N/A,#N/A,#N/A,
merci,thank you,18,,#N/A,#N/A,#N/A,
mercurial,very changeable,18,13.0,#N/A,#N/A,#N/A,
merganser,kind of duck,18,,#N/A,#N/A,#N/A,
merge,border,18,10.4,#N/A,#N/A,#N/A,
mesalliance,mismating,18,,#N/A,#N/A,#N/A,
mesmerize,hypnotize,18,12.7,#N/A,#N/A,#N/A,
messianic,believing in future savior,18,12.6,#N/A,#N/A,#N/A,
messmate,close friend,18,,#N/A,#N/A,#N/A,
metaphysical,philosophical,18,14.5,#N/A,#N/A,#N/A,
metastasis,transference of diseased cells,18,14.1,#N/A,#N/A,#N/A,
metatarsal,a foot bone,18,13.8,#N/A,#N/A,#N/A,
metathorax,part of insect's body,18,,#N/A,#N/A,#N/A,
meteoric,very swift,18,11.1,#N/A,#N/A,#N/A,
meteout,to allot,18,,#N/A,#N/A,#N/A,
meter,rhythm,18,8.5,#N/A,#N/A,#N/A,
methanol,wood alcohol,18,15.2,#N/A,#N/A,#N/A,
methodical,works by plan,18,12.7,#N/A,#N/A,#N/A,
methylene,a derivative of methane,18,13.3,#N/A,#N/A,#N/A,
metro,subway system,18,10.2,#N/A,#N/A,#N/A,
metronome,marks time,18,11.1,#N/A,#N/A,#N/A,
miasma,a poisonous vapor,18,16.1,#N/A,#N/A,#N/A,
mickle,much,18,,#N/A,#N/A,#N/A,
micrococcus,a kind of bacterium,18,,#N/A,#N/A,#N/A,
microorganism,a microbe,18,12.2,#N/A,#N/A,#N/A,
midden,old garbage heap,18,13.3,#N/A,#N/A,#N/A,
midi,garment that reaches to calf,18,,#N/A,#N/A,#N/A,
militate,have influence on,18,13.7,#N/A,#N/A,#N/A,
milksop,timid man,18,13.9,#N/A,#N/A,#N/A,
mille,one thousand,18,,#N/A,#N/A,#N/A,
milliard,a thousand millions,18,14.0,#N/A,#N/A,#N/A,
milligram,1/1000th gram,18,10.1,#N/A,#N/A,#N/A,
milliner,makes and sells women's hats,18,15.3,#N/A,#N/A,#N/A,
mimosa,sensitive plant,18,14.9,#N/A,#N/A,#N/A,
minimal,the least possible,18,11.3,#N/A,#N/A,#N/A,
minotaur,legendary monster,18,10.6,#N/A,#N/A,#N/A,
minx,mischievous girl,18,11.1,#N/A,#N/A,#N/A,
mirabiledictu,marvelous to say,18,,#N/A,#N/A,#N/A,
mire,deep mud,18,13.9,#N/A,#N/A,#N/A,
mirror,imitate,18,5.0,#N/A,#N/A,#N/A,
misappropriate,to use dishonestly,18,,#N/A,#N/A,#N/A,
miscegenation,racial interbreeding,18,14.3,#N/A,#N/A,#N/A,
miscible,can be mixed,18,13.9,#N/A,#N/A,#N/A,
miseenscene,stage setting,18,,#N/A,#N/A,#N/A,
misericordia,mercy,18,,#N/A,#N/A,#N/A,
misnomer,wrong name,18,14.9,#N/A,#N/A,#N/A,
misologist,hates learning,18,,#N/A,#N/A,#N/A,
missal,book of prayers,18,13.8,#N/A,#N/A,#N/A,
miter,bishop's headdress,18,13.3,#N/A,#N/A,#N/A,
miter,corner joint,18,13.3,#N/A,#N/A,#N/A,
mitral,referring to a hear valve,18,14.4,#N/A,#N/A,#N/A,
mocha,coffee,18,12.0,#N/A,#N/A,#N/A,
mock-heroic,a burlesque style,18,,#N/A,#N/A,#N/A,
mock-up,a scale model,18,13.7,#N/A,#N/A,#N/A,
modish,fashionable,18,,#N/A,#N/A,#N/A,
modus,manner,18,13.1,#N/A,#N/A,#N/A,
moil,work hard,18,12.0,#N/A,#N/A,#N/A,
moil,confusion and trouble,18,12.0,#N/A,#N/A,#N/A,
molding,an ornamental strip,18,8.5,#N/A,#N/A,#N/A,
mole,structure in water,18,7.2,#N/A,#N/A,#N/A,
moleskin,strong cotton cloth,18,12.9,#N/A,#N/A,#N/A,
mollify,to make softer,18,13.4,#N/A,#N/A,#N/A,
mollify,to soothe feelings,18,13.4,#N/A,#N/A,#N/A,
molt,lost feathers or skin,18,10.2,#N/A,#N/A,#N/A,
molto,very much,18,,#N/A,#N/A,#N/A,
monad,single-celled organism,18,,#N/A,#N/A,#N/A,
monetize,to coin into money,18,13.1,#N/A,#N/A,#N/A,
monger,a dealer,18,13.1,#N/A,#N/A,#N/A,
mongoloidism,a mental retardation,18,,#N/A,#N/A,#N/A,
mongoose,"small, furry animal",18,9.6,#N/A,#N/A,#N/A,
monition,warning,18,,#N/A,#N/A,#N/A,
monitor,a large lizard,18,9.7,#N/A,#N/A,#N/A,
monochrome,a kind of painting,18,13.8,#N/A,#N/A,#N/A,
monochrome,in one color,18,13.8,#N/A,#N/A,#N/A,
monogamy,marriage to only one person at a time,18,13.1,#N/A,#N/A,#N/A,
monolith,large stone block,18,14.8,#N/A,#N/A,#N/A,
monometallism,one-metal standard,18,,#N/A,#N/A,#N/A,
monometric,verse with one foot,18,,#N/A,#N/A,#N/A,
monoplane,a kind of airplane,18,12.2,#N/A,#N/A,#N/A,
monoxide,oxygen compound,18,12.8,#N/A,#N/A,#N/A,
montage,picture on picture,18,11.7,#N/A,#N/A,#N/A,
montagnard,a hill-dweller,18,,#N/A,#N/A,#N/A,
mooncalf,sentimental youth,18,11.7,#N/A,#N/A,#N/A,
moonstone,a jewel,18,,#N/A,#N/A,#N/A,
moorage,place to anchor,18,14.2,#N/A,#N/A,#N/A,
mooring,place for fastening,18,11.6,#N/A,#N/A,#N/A,
moraine,glacial deposit,18,14.9,#N/A,#N/A,#N/A,
mores,ways of a people,18,13.9,#N/A,#N/A,#N/A,
morganatic,kind of royal marrriage,18,,#N/A,#N/A,#N/A,
morocco,leather,18,,#N/A,#N/A,#N/A,
mortise,to fasten securely,18,13.3,#N/A,#N/A,#N/A,
mortise,a groove for a tenon,18,13.3,#N/A,#N/A,#N/A,
mosque,place of worship,18,13.2,#N/A,#N/A,#N/A,
moss-grown,old-fashioned,18,,#N/A,#N/A,#N/A,
mot,a word,18,10.6,#N/A,#N/A,#N/A,
mother,substance in vinegar,18,2.6,#N/A,#N/A,#N/A,
motility,capacity for movement,18,14.0,#N/A,#N/A,#N/A,
motivate,supply reason for,18,10.4,#N/A,#N/A,#N/A,
motorman,operates street car,18,10.3,#N/A,#N/A,#N/A,
mottled,spotted,18,,#N/A,#N/A,#N/A,
mouldy,fungus-covered,18,7.3,#N/A,#N/A,#N/A,
mousse,a rich dessert,18,10.5,#N/A,#N/A,#N/A,
mousy,dull and drab,18,11.5,#N/A,#N/A,#N/A,
mouthpiece,speaks forothers,18,10.6,#N/A,#N/A,#N/A,
moxie,know-how,18,13.7,#N/A,#N/A,#N/A,
m'sieur,sir,18,,#N/A,#N/A,#N/A,
mudhen,a marsh bird,18,,#N/A,#N/A,#N/A,
muezzin,calls from mosque,18,14.0,#N/A,#N/A,#N/A,
mug,attack and rob,18,7.6,#N/A,#N/A,#N/A,
mugwump,political independent,18,,#N/A,#N/A,#N/A,
mulch,cover for plants,18,9.6,#N/A,#N/A,#N/A,
mulct,to swindle,18,,#N/A,#N/A,#N/A,
multifarious,in great variety,18,,#N/A,#N/A,#N/A,
multigraph,"a copying machine, t.m.",18,,#N/A,#N/A,#N/A,
munificent,very generous in giving,18,,#N/A,#N/A,#N/A,
murphy,a potato,18,,#N/A,#N/A,#N/A,
muscatel,a sweet wine,18,17.9,#N/A,#N/A,#N/A,
muscovite,a kind of mica,18,14.8,#N/A,#N/A,#N/A,
muskeg,a kind of swamp,18,,#N/A,#N/A,#N/A,
muskie,a large fish,18,,#N/A,#N/A,#N/A,
mutable,subject to change,18,10.9,#N/A,#N/A,#N/A,
mutation,a biological change,18,10.8,#N/A,#N/A,#N/A,
mutatismutandis,with the necessary changes,18,,#N/A,#N/A,#N/A,
mutual,kind of insurance,18,8.9,#N/A,#N/A,#N/A,
muzhik,Russian peasant,18,,#N/A,#N/A,#N/A,
myelitis,spinal-cord inflammation,18,,#N/A,#N/A,#N/A,
myopia,near-sightedness,18,14.5,#N/A,#N/A,#N/A,
myriad,10000,18,11.9,#N/A,#N/A,#N/A,
myrtle,flowering vine,18,,#N/A,#N/A,#N/A,
nacelle,houses plane engine,18,14.3,#N/A,#N/A,#N/A,
nacre,mother-of-pearl,18,14.0,#N/A,#N/A,#N/A,
nadir,the lowest point,18,,#N/A,#N/A,#N/A,
naif,not sophisticated,18,,#N/A,#N/A,#N/A,
nainsook,a cotton fabric,18,,#N/A,#N/A,#N/A,
nankeen,a cotton fabric,18,,#N/A,#N/A,#N/A,
nanosecond,a billionth of a second,18,13.7,#N/A,#N/A,#N/A,
napalm,flame-thrower fuel,18,13.7,#N/A,#N/A,#N/A,
napery,table linen,18,15.0,#N/A,#N/A,#N/A,
naphtha,cleaning fluid,18,17.3,#N/A,#N/A,#N/A,
naphthaline,moth repellant,18,,#N/A,#N/A,#N/A,
napoleon,a pastry,18,,#N/A,#N/A,#N/A,
nascent,beginning to develop,18,13.9,#N/A,#N/A,#N/A,
natal,relating to birth,18,13.1,#N/A,#N/A,#N/A,
natatorium,a swimming pool,18,15.4,#N/A,#N/A,#N/A,
natheless,nevertheless,18,,#N/A,#N/A,#N/A,
naturalism,represents everyday life,18,,#N/A,#N/A,#N/A,
naturalize,enroll as a citizen,18,,#N/A,#N/A,#N/A,
nauticalmile,"6,080.30 feet",18,,#N/A,#N/A,#N/A,
neplusultra,perfection,18,,#N/A,#N/A,#N/A,
neap,kind of tide,18,15.5,#N/A,#N/A,#N/A,
neb,bird's beak,18,13.2,#N/A,#N/A,#N/A,
nebbish,"awkward, shy person",18,11.8,#N/A,#N/A,#N/A,
nebulous,not distinct,18,13.3,#N/A,#N/A,#N/A,
necrology,list of the dead,18,16.3,#N/A,#N/A,#N/A,
necrosis,decay of body tissues,18,14.2,#N/A,#N/A,#N/A,
negation,a denial,18,14.3,#N/A,#N/A,#N/A,
negligible,unimportant,18,11.3,#N/A,#N/A,#N/A,
nemesis,punishment,18,11.1,#N/A,#N/A,#N/A,
nemesis,goddess of vengeance,18,11.1,#N/A,#N/A,#N/A,
nemo,no one,18,,#N/A,#N/A,#N/A,
neophyte,a beginner,18,15.9,#N/A,#N/A,#N/A,
nepotism,hiring relatives,18,13.8,#N/A,#N/A,#N/A,
nerts,nuts,18,,#N/A,#N/A,#N/A,
nesia,island,18,,#N/A,#N/A,#N/A,
n'est-cepas?,isn't it so?,18,,#N/A,#N/A,#N/A,
nester,a squatter on land,18,12.9,#N/A,#N/A,#N/A,
nestling,young bird,18,,#N/A,#N/A,#N/A,
nether,below the surface,18,12.2,#N/A,#N/A,#N/A,
